player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Ty Johnson,45769,HB,NYJ,11,21,0,22,0,-6.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.9,0,7,20.0,1,5,1,80.0,4,95.8,1,4.8,0,7,13,13.0,7.0,1.75,3.0,0,50.0,,0,0,0.0,0,0,0,49.1,42.1,1,5,0.0,0,10,1,100.0,10,16.7,2,9.5,0,5,0,0.0,5.0,0.5
Javonte Williams,77803,HB,DEN,4,21,0,10,0,-2.6,2,85.7,0.0,0,1,0.0,0,1,0,90.9,95.7,0,13,0.0,0,8,6,100.0,8,83.3,7,33.3,0,28,46,7.7,4.7,3.5,,0,,,0,0,,0,0,0,62.7,67.5,0,0,0.0,0,3,0,33.3,1,0.0,0,0.0,0,0,0,,,0.0
Ray-Ray McCloud III,47895,WR,SF,19,21,0,28,0,-2.0,0,75.0,,0,0,25.0,1,2,0,27.0,73.9,0,42,0.0,0,24,3,95.8,23,116.7,4,19.0,0,64,65,21.7,21.3,2.78,8.3,0,83.3,100.0,1,1,9.1,1,7,0,41.6,70.6,0,42,0.0,0,84,10,90.5,76,146.5,12,57.1,1,184,81,8.1,18.4,2.42
Lawrence Cager,34914,TE,NYG,8,21,0,21,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,47.9,0,6,0.0,0,8,1,100.0,8,91.7,1,4.8,0,6,6,6.0,6.0,0.75,7.9,1,60.0,0.0,0,2,14.3,1,4,0,40.6,53.0,2,16,0.0,0,61,6,95.1,58,36.3,10,47.6,0,57,30,5.0,9.5,0.98
Darrell Henderson,41193,HB,JAX,10,21,0,15,0,-4.2,0,80.0,,0,0,0.0,0,0,0,90.2,47.4,0,6,13.9,5,36,4,86.1,31,79.2,5,23.8,0,15,36,9.0,3.8,0.48,-4.3,0,100.0,,0,0,0.0,0,0,0,87.6,44.2,0,5,0.0,0,30,3,96.7,29,79.2,3,14.3,0,8,21,7.0,2.7,0.28
Durham Smythe,47257,TE,MIA,17,20,0,17,0,,0,,,0,0,,0,0,0,,36.4,0,0,12.5,3,24,0,79.2,19,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,81.7,54.0,0,0,18.0,9,50,0,78.0,39,0.0,0,0.0,0,0,0,,,0.0
Isiah Pacheco,83747,HB,KC,20,20,0,16,0,-5.3,2,100.0,,0,0,0.0,0,5,0,90.9,95.2,0,32,3.2,1,31,6,96.8,30,118.8,6,30.0,0,93,125,20.8,15.5,3.1,,0,,,0,0,,0,0,0,89.3,79.0,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Ashton Dulin,91479,WR,IND,12,20,0,14,0,,0,,,0,0,,0,0,0,,45.2,0,0,0.0,0,9,0,77.8,7,0.0,0,0.0,0,0,0,,,0.0,10.2,0,50.0,66.7,2,3,0.0,0,3,0,85.3,72.5,2,13,0.0,0,59,3,91.5,54,28.5,6,30.0,0,35,7,2.3,11.7,0.65
John Bates,42275,TE,WAS,16,20,0,32,0,-5.0,0,100.0,,0,0,0.0,0,1,0,78.7,42.7,0,5,25.0,5,20,1,70.0,14,87.5,1,5.0,0,5,10,10.0,5.0,0.36,3.8,0,62.5,,0,0,16.7,1,1,1,49.1,46.2,0,10,26.4,19,72,5,66.7,48,69.3,8,40.0,0,29,15,3.0,5.8,0.6
Breshad Perriman,9459,WR,TB,11,19,0,30,0,-1.3,2,100.0,,0,0,0.0,0,1,0,88.7,58.5,0,11,0.0,0,22,3,100.0,22,93.1,3,15.8,0,19,23,7.7,6.3,0.86,12.5,2,50.0,0.0,0,2,0.0,0,3,0,54.3,53.4,0,24,0.0,0,45,4,93.3,42,67.7,8,42.1,0,46,24,6.0,11.5,1.1
Alexander Mattison,45817,HB,MIN,18,19,0,18,0,-3.8,3,91.7,50.0,1,2,0.0,0,2,0,92.0,92.8,0,16,16.0,4,25,11,80.0,20,118.1,12,63.2,1,68,107,9.7,6.2,3.4,,0,,,0,0,,0,0,0,38.4,45.7,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
DeeJay Dallas,55632,HB,SEA,14,19,0,29,0,-5.0,0,50.0,,0,0,0.0,0,0,0,78.7,63.8,0,4,16.7,1,6,1,83.3,5,56.3,2,10.5,0,4,9,9.0,4.0,0.8,-4.0,0,100.0,,0,0,0.0,0,0,0,86.5,65.7,0,-3,0.0,0,10,1,100.0,10,79.2,1,5.3,0,-3,1,1.0,-3.0,-0.3
KhaDarel Hodge,26104,WR,ATL,16,19,0,2,0,-3.5,0,50.0,,0,0,50.0,1,0,0,24.1,46.5,0,9,0.0,0,15,1,86.7,13,62.5,2,10.5,0,9,14,14.0,9.0,0.69,7.5,0,75.0,,0,0,0.0,0,0,0,54.3,68.8,0,11,0.0,0,16,3,100.0,16,94.8,4,21.1,0,29,20,6.7,9.7,1.81
Pharaoh Brown,12247,TE,CLV,16,19,0,8,0,-4.5,0,100.0,,0,0,0.0,0,0,0,84.5,44.7,0,6,8.3,1,12,2,83.3,10,79.2,2,10.5,0,1,10,5.0,0.5,0.1,8.2,1,60.0,100.0,1,1,25.0,1,1,0,29.5,50.9,0,30,3.0,1,33,3,84.8,28,82.1,5,26.3,0,36,20,6.7,12.0,1.29
Cam Sims,47908,WR,WAS,17,18,0,32,0,,0,,,0,0,,0,0,0,,41.4,0,0,0.0,0,19,0,100.0,19,0.0,0,0.0,0,0,0,,,0.0,16.0,0,100.0,100.0,1,1,0.0,0,1,0,80.0,51.1,0,16,0.0,0,42,1,95.2,40,118.8,1,5.6,0,16,0,0.0,16.0,0.4
Cedrick Wilson Jr.,48170,WR,MIA,16,18,0,17,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,79.5,0,11,0.0,0,7,1,71.4,5,112.5,1,5.6,0,11,12,12.0,11.0,2.2,8.5,0,83.3,66.7,2,3,0.0,0,7,0,73.0,63.3,0,21,0.0,0,70,10,98.6,69,111.8,12,66.7,0,130,56,5.6,13.0,1.88
Michael Bandy,91824,WR,LAC,10,18,0,27,0,,0,,,0,0,,0,0,0,,44.2,0,0,0.0,0,19,0,94.7,18,0.0,0,0.0,0,0,0,,,0.0,1.5,0,100.0,,0,0,0.0,0,1,0,68.0,52.8,0,4,2.8,1,36,2,91.7,33,79.2,2,11.1,0,5,2,1.0,2.5,0.15
Justin Jackson,29539,HB,DET,12,17,0,11,0,-4.5,1,100.0,,0,0,0.0,0,1,0,84.5,82.3,0,15,18.2,2,11,2,81.8,9,106.3,2,11.8,0,19,28,14.0,9.5,2.11,,0,,,0,0,,0,0,0,27.1,40.0,0,0,0.0,0,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0
Travis Homer,45859,HB,SEA,10,17,0,29,0,-5.0,0,100.0,,0,0,0.0,0,0,0,84.5,54.7,0,2,18.2,2,11,2,81.8,9,79.2,2,11.8,0,3,13,6.5,1.5,0.33,-2.0,0,100.0,,0,0,0.0,0,0,0,88.7,49.4,0,4,0.0,0,10,2,100.0,10,79.2,2,11.8,0,6,10,5.0,3.0,0.6
Tyler Allgeier,83639,HB,ATL,16,17,0,2,0,-4.7,1,83.3,,0,0,0.0,0,3,0,90.9,91.9,0,26,12.0,3,25,5,84.0,21,139.6,6,35.3,1,48,71,14.2,9.6,2.29,,0,,,0,0,,0,0,0,84.9,54.2,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Albert Okwuegbunam,41933,TE,DEN,7,17,0,10,0,-5.0,2,100.0,,0,0,0.0,0,0,0,78.7,63.2,0,4,5.9,1,17,1,94.1,16,83.3,1,5.9,0,4,9,9.0,4.0,0.25,3.8,4,55.6,0.0,0,1,28.6,2,2,0,28.9,48.1,0,16,0.0,0,75,5,90.7,68,68.3,9,52.9,0,43,33,6.6,8.6,0.63
Donald Parham Jr.,91014,TE,LAC,7,17,0,27,0,,0,,,0,0,,0,0,0,,44.2,0,0,11.1,1,9,0,77.8,7,0.0,0,0.0,0,0,0,,,0.0,13.2,0,100.0,,0,0,0.0,0,4,0,82.7,73.6,0,24,0.0,0,32,5,100.0,32,158.3,5,29.4,1,70,12,2.4,14.0,2.19
Kenny Golladay,11851,WR,NYG,14,17,0,21,0,,0,,,0,0,,0,0,0,,44.9,0,0,0.0,0,13,0,76.9,10,0.0,0,0.0,0,0,0,,,0.0,8.3,0,33.3,0.0,0,2,0.0,0,1,0,29.2,57.4,0,5,0.0,0,32,1,100.0,32,42.4,3,17.6,0,5,0,0.0,5.0,0.16
Cam Akers,57206,HB,LA,15,17,0,26,0,-6.0,0,100.0,,0,0,0.0,0,1,0,78.7,67.3,0,18,22.2,4,18,1,77.8,14,118.8,1,5.9,0,18,24,24.0,18.0,1.29,0.0,0,100.0,,0,0,0.0,0,0,0,82.7,59.4,0,7,0.0,0,3,1,100.0,3,95.8,1,5.9,0,7,7,7.0,7.0,2.33
Tre' McKitty,60896,TE,LAC,18,17,0,27,0,,0,,,0,0,,0,0,0,,37.4,0,0,24.0,6,25,0,76.0,19,0.0,0,0.0,0,0,0,,,0.0,5.0,0,66.7,0.0,0,1,0.0,0,0,0,54.3,40.1,0,12,2.6,2,78,2,89.7,70,81.3,3,17.6,0,17,6,3.0,8.5,0.24
David Sills V,34579,WR,NYG,9,17,0,21,0,,0,,,0,0,,0,0,0,,44.0,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0,4.8,0,100.0,,0,0,0.0,0,2,0,69.6,62.0,0,19,3.7,1,27,4,92.6,25,107.3,4,23.5,0,39,20,5.0,9.8,1.56
DeSean Jackson,4363,WR,BLT,7,17,0,3,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,27.0,0,66.7,,0,0,0.0,0,1,0,81.1,72.4,0,62,0.0,0,20,2,90.0,18,109.7,3,17.6,0,71,10,5.0,35.5,3.94
Jamaal Williams,11889,HB,DET,17,16,0,11,0,,0,,,0,0,,0,0,0,,44.1,0,0,42.9,6,14,0,50.0,7,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,28.5,36.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Chuba Hubbard,57373,HB,CAR,15,16,0,5,0,-3.0,1,100.0,,0,0,0.0,0,0,0,90.2,63.3,0,7,0.0,0,16,4,100.0,16,84.4,4,25.0,0,17,29,7.3,4.3,1.06,6.0,0,0.0,0.0,0,1,,0,0,0,71.3,59.3,0,0,0.0,0,2,0,100.0,2,39.6,1,6.3,0,0,0,,,0.0
Geoff Swaim,9679,TE,TEN,17,16,0,31,0,-3.8,0,75.0,,0,0,0.0,0,0,0,88.7,64.1,0,8,46.9,15,32,3,46.9,15,77.1,4,25.0,0,10,26,8.7,3.3,0.67,4.0,0,75.0,0.0,0,1,25.0,1,2,0,29.7,49.4,0,9,0.0,0,21,3,95.2,20,83.3,4,25.0,0,18,6,2.0,6.0,0.9
Mark Ingram II,6180,HB,NO,10,16,0,20,0,-5.0,0,100.0,,0,0,0.0,0,0,0,88.7,91.6,0,5,37.5,3,8,2,50.0,4,79.2,2,12.5,0,5,15,7.5,2.5,1.25,,0,,,0,0,,0,0,0,85.3,47.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
James Proche II,48037,WR,BLT,15,16,0,3,0,,0,,,0,0,,0,0,0,,44.8,0,0,0.0,0,13,0,84.6,11,0.0,0,0.0,0,0,0,,,0.0,10.9,1,45.5,0.0,0,1,0.0,0,1,0,54.8,49.6,0,12,0.0,0,110,5,91.8,101,52.8,11,68.8,0,34,10,2.0,6.8,0.34
Cole Beasley,7330,WR,BUF,6,16,0,4,0,-2.5,1,100.0,,0,0,0.0,0,1,0,84.5,87.0,0,11,0.0,0,4,2,100.0,4,100.0,2,12.5,0,16,21,10.5,8.0,4.0,6.5,1,66.7,0.0,0,1,9.1,1,6,0,61.3,72.5,2,29,0.0,0,63,10,93.7,59,67.5,15,93.8,1,98,60,6.0,9.8,1.66
Jack Stoll,42058,TE,PHI,20,16,0,24,0,-1.0,0,0.0,,0,0,,0,0,0,,30.1,0,0,3.8,1,26,0,92.3,24,39.6,1,6.3,0,0,0,,,0.0,14.5,0,75.0,,0,0,0.0,0,1,0,82.7,46.5,0,26,0.0,0,70,3,91.4,64,106.3,4,25.0,0,40,11,3.7,13.3,0.63
Byron Pringle,42345,WR,CHI,11,15,0,6,0,,0,,,0,0,,0,0,0,,44.3,0,0,0.0,0,22,0,95.5,21,0.0,0,0.0,0,0,0,,,0.0,14.3,0,50.0,100.0,1,1,0.0,0,2,0,81.7,64.5,1,22,9.1,4,44,2,86.4,38,31.3,4,26.7,0,26,0,0.0,13.0,0.68
Josiah Deguara,47034,TE,GB,17,15,0,12,0,-4.0,0,75.0,,0,0,0.0,0,1,0,90.2,62.0,0,12,0.0,0,20,3,90.0,18,88.5,4,26.7,0,23,32,10.7,7.7,1.28,9.0,0,100.0,,0,0,0.0,0,4,0,83.6,69.4,0,25,5.7,3,53,5,90.6,48,118.8,5,33.3,0,70,25,5.0,14.0,1.46
KJ Hamler,61590,WR,DEN,7,15,0,10,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,47.2,0,-3,0.0,0,12,1,100.0,12,79.2,1,6.7,0,-3,1,1.0,-3.0,-0.25,40.0,0,0.0,,0,0,,0,0,0,78.7,52.8,1,0,0.0,0,31,0,93.5,29,0.0,2,13.3,0,0,0,,,0.0
T.Y. Hilton,7092,WR,DAL,5,15,0,9,0,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,12.0,0,60.0,50.0,1,2,25.0,1,2,0,29.8,66.4,0,14,0.0,0,37,3,97.3,36,79.6,5,33.3,0,33,14,4.7,11.0,0.92
Peyton Hendershot,60915,TE,DAL,18,15,0,9,0,-1.3,1,100.0,,0,0,0.0,0,2,0,88.7,83.3,0,11,0.0,0,8,3,100.0,8,91.7,3,20.0,0,18,22,7.3,6.0,2.25,9.8,1,62.5,60.0,3,5,16.7,1,5,0,39.5,65.4,1,20,4.9,3,61,5,91.8,56,83.9,8,53.3,1,57,16,3.2,11.4,1.02
Patrick Ricard,48862,FB,BLT,18,15,0,3,0,-3.0,2,100.0,,0,0,0.0,0,1,0,88.7,66.1,0,19,15.0,3,20,3,85.0,17,108.3,3,20.0,0,30,39,13.0,10.0,1.76,1.0,1,75.0,,0,0,0.0,0,0,0,67.7,47.7,1,10,32.8,20,61,3,65.6,40,50.0,4,26.7,0,24,23,7.7,8.0,0.6
Tanner Hudson,66924,TE,NYG,11,15,0,21,0,,0,,,0,0,,0,0,0,,42.4,0,0,7.1,1,14,0,71.4,10,0.0,0,0.0,0,0,0,,,0.0,10.8,0,75.0,,0,0,0.0,0,3,0,81.7,60.8,0,27,0.0,0,48,3,97.9,47,116.7,4,26.7,0,53,22,7.3,17.7,1.13
Connor Heyward,57301,TE,PIT,14,15,0,25,0,,0,,,0,0,,0,0,0,,40.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,13.0,0,66.7,100.0,2,2,0.0,0,2,0,80.6,79.0,1,27,0.0,0,33,2,87.9,29,68.1,3,20.0,0,36,5,2.5,18.0,1.24
Zonovan Knight,97432,HB,NYJ,7,14,0,22,0,-5.0,2,100.0,,0,0,0.0,0,0,0,90.6,84.7,0,7,7.1,1,14,5,85.7,12,80.0,5,35.7,0,16,41,8.2,3.2,1.33,,0,,,0,0,,0,0,0,65.9,54.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Jody Fortson,94384,TE,KC,15,14,0,16,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,45.8,0,6,0.0,0,13,1,100.0,13,91.7,1,7.1,0,6,9,9.0,6.0,0.46,10.0,0,80.0,100.0,1,1,0.0,0,2,0,81.7,64.4,0,40,0.0,0,59,4,94.9,56,118.8,5,35.7,0,73,29,7.3,18.3,1.3
Justice Hill,45865,HB,BLT,16,14,0,3,0,-4.0,0,100.0,100.0,1,1,0.0,0,1,0,90.2,97.3,0,15,20.0,2,10,4,80.0,8,100.0,4,28.6,0,32,48,12.0,8.0,4.0,,0,,,0,0,,0,0,0,83.6,42.9,0,0,0.0,0,19,0,100.0,19,0.0,0,0.0,0,0,0,,,0.0
River Cracraft,47417,WR,MIA,12,14,0,17,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,5.8,0,40.0,0.0,0,2,0.0,0,1,0,82.2,73.8,1,5,0.0,0,30,2,96.7,29,47.9,5,35.7,1,7,0,0.0,3.5,0.24
Avery Williams,42873,HB,ATL,15,14,0,2,0,-2.9,2,85.7,,0,0,0.0,0,1,0,91.1,90.7,0,10,0.0,0,14,6,92.9,13,87.5,7,50.0,0,35,52,8.7,5.8,2.69,-1.8,1,100.0,,0,0,0.0,0,0,0,85.7,73.2,0,10,0.0,0,19,5,100.0,19,91.7,5,35.7,0,30,39,7.8,6.0,1.58
Kyle Philips,84463,WR,TEN,4,13,0,31,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.8,0,5,0.0,0,4,1,50.0,2,87.5,1,7.7,0,5,7,7.0,5.0,2.5,8.0,0,55.6,66.7,2,3,16.7,1,2,0,65.6,63.9,0,21,0.0,0,33,5,84.8,28,69.2,9,69.2,0,45,9,1.8,9.0,1.61
J.K. Dobbins,57366,HB,BLT,9,13,0,3,0,-3.5,2,100.0,,0,0,0.0,0,2,0,84.5,92.7,0,27,10.0,1,10,2,90.0,9,158.3,2,15.4,1,28,35,17.5,14.0,3.11,2.5,1,75.0,,0,0,0.0,0,1,0,82.7,65.9,0,20,6.7,1,15,3,93.3,14,94.8,4,30.8,0,29,20,6.7,9.7,2.07
Sony Michel,27589,HB,LAC,10,13,0,27,0,,0,,,0,0,,0,0,0,,44.1,0,0,33.3,2,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0,-1.0,0,100.0,,0,0,0.0,0,0,0,45.7,47.0,0,6,0.0,0,12,1,91.7,11,91.7,1,7.7,0,6,7,7.0,6.0,0.55
Mike Boone,31615,HB,DEN,9,13,0,10,0,-4.0,1,100.0,,0,0,0.0,0,1,0,84.5,91.2,0,34,0.0,0,7,2,85.7,6,118.8,2,15.4,0,37,45,22.5,18.5,6.17,3.0,0,0.0,,0,0,100.0,1,0,0,29.0,40.6,0,0,0.0,0,6,0,83.3,5,39.6,1,7.7,0,0,0,,,0.0
Anthony Firkser,51837,TE,ATL,11,13,0,2,0,,0,,,0,0,,0,0,0,,43.3,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,8.0,0,66.7,25.0,1,4,0.0,0,3,0,82.2,56.7,0,16,2.7,2,75,6,93.3,70,84.5,9,69.2,0,58,10,1.7,9.7,0.83
Tom Kennedy,94379,WR,DET,7,13,0,11,0,,0,,,0,0,,0,0,0,,43.6,0,0,0.0,0,14,0,100.0,14,0.0,0,0.0,0,0,0,,,0.0,10.0,0,83.3,,0,0,0.0,0,4,0,81.1,63.7,1,44,1.4,1,69,5,88.4,61,79.2,6,46.2,0,95,48,9.6,19.0,1.56
Shane Zylstra,143786,TE,DET,12,13,0,11,0,,0,,,0,0,,0,0,0,,42.9,0,0,0.0,0,13,0,100.0,13,0.0,0,0.0,0,0,0,,,0.0,9.3,0,100.0,,0,0,0.0,0,3,0,65.9,52.6,0,14,0.0,0,47,3,95.7,45,141.0,3,23.1,1,25,6,2.0,8.3,0.56
James Robinson,22425,HB,NYJ,11,13,0,22,0,-4.0,0,75.0,,0,0,0.0,0,1,0,88.7,60.8,0,7,9.5,2,21,3,90.5,19,116.7,4,30.8,1,7,21,7.0,2.3,0.37,-5.0,0,100.0,,0,0,0.0,0,0,0,82.7,54.7,0,7,0.0,0,7,2,100.0,7,91.7,2,15.4,0,12,22,11.0,6.0,1.71
Jalen Reagor,61697,WR,MIN,14,13,0,18,0,-1.7,0,100.0,,0,0,0.0,0,1,0,88.7,73.2,0,7,0.0,0,9,3,100.0,9,120.1,3,23.1,1,10,15,5.0,3.3,1.11,20.8,0,33.3,0.0,0,1,0.0,0,2,0,79.4,66.1,2,38,0.0,0,21,2,95.2,20,56.9,6,46.2,1,39,4,2.0,19.5,1.95
Jalen Nailor,84292,WR,MIN,6,12,0,18,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,77.1,0,11,0.0,0,7,1,100.0,7,112.5,1,8.3,0,11,13,13.0,11.0,1.57,15.5,0,100.0,,0,0,0.0,0,1,0,78.0,94.6,0,37,0.0,0,7,2,100.0,7,118.8,2,16.7,0,51,20,10.0,25.5,7.29
Eric Tomlinson,9786,TE,DEN,17,12,0,10,0,,0,,,0,0,,0,0,0,,33.2,0,0,25.0,2,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,,0,0,0.0,0,0,0,73.4,51.1,0,7,0.0,0,8,1,100.0,8,95.8,1,8.3,0,7,4,4.0,7.0,0.88
Raheem Blackshear,57385,HB,CAR,10,12,0,5,0,-5.3,0,100.0,,0,0,0.0,0,1,0,88.7,79.0,0,17,7.7,1,13,3,92.3,12,104.2,3,25.0,0,27,43,14.3,9.0,2.25,-1.0,0,100.0,,0,0,0.0,0,0,0,80.0,62.4,0,10,0.0,0,3,1,100.0,3,108.3,1,8.3,0,10,11,11.0,10.0,3.33
Jamison Crowder,9538,WR,BUF,4,12,0,4,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,86.5,0,11,0.0,0,5,1,100.0,5,112.5,1,8.3,0,11,12,12.0,11.0,2.2,10.1,0,45.5,25.0,1,4,16.7,1,3,0,31.0,51.3,1,11,0.0,0,65,5,95.4,62,18.7,11,91.7,0,44,22,4.4,8.8,0.71
Zack Moss,40341,HB,IND,11,12,0,14,0,-5.0,3,100.0,,0,0,0.0,0,0,0,78.7,54.9,0,4,27.3,3,11,1,72.7,8,83.3,1,8.3,0,4,9,9.0,4.0,0.5,,0,,,0,0,,0,0,0,54.3,46.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Brandon Johnson,40666,WR,DEN,7,12,0,10,0,,0,,,0,0,,0,0,0,,44.0,0,0,0.0,0,13,0,100.0,13,0.0,0,0.0,0,0,0,,,0.0,15.0,0,0.0,,0,0,,0,0,0,77.3,50.2,1,0,0.0,0,17,0,76.5,13,0.0,2,16.7,0,0,0,,,0.0
Brian Robinson,57120,HB,WAS,12,12,0,32,0,-4.0,1,100.0,,0,0,0.0,0,0,0,88.7,92.9,0,6,16.7,2,12,3,83.3,10,79.2,3,25.0,0,9,21,7.0,3.0,0.9,-5.0,1,100.0,,0,0,0.0,0,0,0,61.8,66.9,0,5,0.0,0,2,1,100.0,2,87.5,1,8.3,0,5,10,10.0,5.0,2.5
Hassan Haskins,83701,HB,TEN,14,12,0,31,0,-4.0,1,66.7,100.0,1,1,33.3,1,0,0,25.7,25.9,0,2,0.0,0,8,2,87.5,7,70.1,3,25.0,0,0,7,3.5,0.0,0.0,,0,,,0,0,,0,0,0,67.7,54.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Taysom Hill,12112,TE,NO,16,12,0,20,0,-2.5,0,100.0,,0,0,0.0,0,1,0,84.5,72.7,0,3,0.0,0,11,2,81.8,9,118.8,2,16.7,1,4,9,4.5,2.0,0.44,11.5,0,50.0,0.0,0,2,33.3,1,2,0,31.7,52.7,0,11,0.0,0,36,2,97.2,35,63.5,4,33.3,0,19,9,4.5,9.5,0.54
Velus Jones Jr.,40573,WR,CHI,11,12,0,6,0,-2.5,0,100.0,,0,0,0.0,0,2,0,90.2,83.2,0,10,0.0,0,15,4,93.3,14,134.4,4,33.3,1,27,37,9.3,6.8,1.93,-2.5,0,100.0,,0,0,0.0,0,2,0,58.5,53.0,0,10,0.0,0,14,4,92.9,13,134.4,4,33.3,1,27,37,9.3,6.8,2.08
C.J. Ham,11347,FB,MIN,18,12,0,18,0,-4.0,0,100.0,,0,0,0.0,0,1,0,78.7,60.0,0,6,0.0,0,3,1,100.0,3,91.7,1,8.3,0,6,10,10.0,6.0,2.0,,0,,,0,0,,0,0,0,73.4,69.0,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0
Jeff Smith,48055,WR,NYJ,11,12,0,22,0,,0,,,0,0,,0,0,0,,47.6,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,77.3,68.9,0,0,0.0,0,19,0,100.0,19,0.0,0,0.0,0,0,0,,,0.0
Dyami Brown,77986,WR,WAS,15,12,0,32,0,,0,,,0,0,,0,0,0,,46.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,23.3,0,66.7,100.0,1,1,0.0,0,2,0,78.0,70.5,0,30,0.0,0,27,2,100.0,27,149.3,3,25.0,1,47,3,1.5,23.5,1.74
D'Wayne Eskridge,29573,WR,SEA,9,12,0,29,0,-3.0,0,100.0,,0,0,0.0,0,0,0,84.5,52.5,0,6,10.0,1,10,2,70.0,7,85.4,2,16.7,0,9,15,7.5,4.5,1.29,2.7,1,71.4,,0,0,0.0,0,2,0,75.6,53.0,0,12,0.0,0,63,5,92.1,58,80.1,7,58.3,0,31,30,6.0,6.2,0.53
Teagan Quitoriano,84036,TE,HST,9,12,0,13,0,,0,,,0,0,,0,0,0,,35.7,0,0,4.3,1,23,0,87.0,20,0.0,0,0.0,0,0,0,,,0.0,16.0,0,0.0,,0,0,,0,0,0,75.6,54.3,0,0,3.2,1,31,0,87.1,27,39.6,1,8.3,0,0,0,,,0.0
Ko Kieft,41372,TE,TB,17,11,0,30,0,,0,,,0,0,,0,0,0,,32.7,0,0,42.9,6,14,0,57.1,8,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,74.6,78.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,
Andrew Beck,47121,FB,DEN,11,11,0,10,0,-3.0,0,50.0,,0,0,0.0,0,0,0,78.7,48.7,1,4,11.1,1,9,1,88.9,8,16.7,2,18.2,0,4,9,9.0,4.0,0.5,4.0,0,33.3,50.0,1,2,50.0,1,0,0,42.1,46.5,0,6,12.5,1,8,1,87.5,7,42.4,3,27.3,0,6,0,0.0,6.0,0.86
