player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Justin Jefferson,61398,WR,MIN,18,185,0,18,12.5,3,61.8,53.3,8,15,2.9,1,23,0,71.4,86.9,1,47,0.0,0,230,34,91.3,210,106.8,55,29.7,2,642,238,7.0,18.9,3.06,0,10.3,6,79.8,55.0,11,20,4.6,4,52,0,85.0,90.2,4,64,0.0,0,412,83,95.4,393,103.0,104,56.2,3,1067,357,4.3,12.9,2.72
Travis Kelce,7844,TE,KC,20,182,0,16,7.6,13,75.0,53.8,7,13,4.0,2,34,0,79.3,91.0,1,39,3.2,9,277,48,87.4,242,131.0,64,35.2,10,512,280,5.8,10.7,2.12,0,7.5,9,76.8,37.5,3,8,2.7,2,48,2,87.8,90.7,2,52,4.1,16,390,73,92.6,361,103.2,95,52.2,1,966,442,6.1,13.2,2.68
Tyreek Hill,10799,WR,MIA,18,181,0,17,12.1,3,64.5,37.5,3,8,0.0,0,13,1,83.6,86.2,2,26,0.0,0,100,20,94.0,94,81.7,31,17.1,2,232,61,3.1,11.6,2.47,0,12.7,5,72.0,57.1,8,14,5.3,5,57,0,78.5,91.5,5,64,0.0,0,383,90,95.0,364,102.2,125,69.1,5,1302,367,4.1,14.5,3.58
Davante Adams,8688,WR,LV,17,168,0,23,12.0,5,51.5,37.5,3,8,5.6,1,14,0,68.7,82.8,0,58,0.0,0,134,17,92.5,124,115.9,33,19.6,4,248,101,5.9,14.6,2.0,0,12.7,7,61.7,45.0,9,20,7.0,5,39,1,67.8,89.4,6,60,0.3,1,362,66,95.9,347,82.5,107,63.7,5,946,328,5.0,14.3,2.73
CeeDee Lamb,61570,WR,DAL,19,167,0,9,11.0,3,71.1,58.3,7,12,3.0,1,23,0,79.9,90.7,1,34,0.0,0,171,32,92.4,158,116.7,45,26.9,3,458,140,4.4,14.3,2.9,0,10.0,9,73.5,42.9,6,14,7.4,6,43,0,65.2,79.2,2,46,0.0,0,404,75,95.8,387,109.7,102,61.1,5,934,366,4.9,12.5,2.41
Stefon Diggs,9579,WR,BUF,18,166,0,4,14.2,5,59.7,38.5,5,13,11.9,5,29,0,47.3,84.8,0,52,0.0,0,219,37,91.3,200,108.9,62,37.3,4,529,205,5.5,14.3,2.65,0,11.1,9,79.3,70.0,7,10,1.5,1,38,0,90.2,83.1,0,49,0.0,0,370,65,95.9,355,119.2,82,49.4,3,794,193,3.0,12.2,2.24
A.J. Brown,48327,WR,PHI,20,158,0,24,13.5,10,62.9,47.1,8,17,9.3,4,29,1,50.7,90.4,0,68,0.0,0,223,39,91.9,205,132.1,62,39.2,6,674,249,6.4,17.3,3.29,0,12.7,6,60.3,41.7,5,12,6.0,3,27,1,71.9,71.1,3,78,0.0,0,407,47,96.3,392,86.1,78,49.4,3,693,276,5.9,14.7,1.77
Ja'Marr Chase,84270,WR,CIN,15,155,0,7,10.9,6,69.0,44.4,4,9,6.5,2,24,0,66.6,90.7,2,60,0.0,0,152,29,88.2,134,123.4,42,27.1,5,444,197,6.8,15.3,3.31,0,9.9,11,66.3,14.3,2,14,6.6,4,33,2,70.3,73.4,1,28,0.0,0,400,57,95.3,381,93.6,86,55.5,3,609,253,4.4,10.7,1.6
DeVonta Smith,61100,WR,PHI,20,154,0,24,10.8,4,66.7,50.0,9,18,5.3,2,26,0,72.7,84.1,0,45,0.0,0,229,36,92.1,211,128.3,54,35.1,5,516,236,6.6,14.3,2.45,0,9.8,9,76.7,30.0,3,10,2.9,2,33,0,85.3,76.5,0,45,0.0,0,430,66,96.0,413,105.9,86,55.8,1,742,237,3.6,11.2,1.8
D.K. Metcalf,47864,WR,SEA,18,152,0,29,14.4,2,59.1,40.0,8,20,3.7,1,16,0,75.7,80.9,1,54,0.0,0,144,26,90.3,130,112.6,44,28.9,4,427,109,4.2,16.4,3.28,0,10.9,2,68.2,66.7,14,21,6.5,4,29,2,69.4,71.3,2,26,0.0,0,391,58,95.9,375,82.5,85,55.9,1,601,153,2.6,10.4,1.6
Chris Godwin,11839,WR,TB,16,150,0,30,8.7,1,66.7,50.0,4,8,5.9,1,13,0,67.7,69.5,0,20,0.7,1,136,16,90.4,123,100.5,24,16.0,1,167,41,2.6,10.4,1.36,0,5.2,7,78.0,60.0,12,20,4.5,4,38,0,80.3,78.0,1,44,0.2,1,408,85,95.8,391,94.2,109,72.7,0,820,467,5.5,9.6,2.1
Christian Kirk,47546,WR,JAX,19,150,0,15,10.6,1,66.0,40.0,4,10,8.3,3,26,0,60.5,86.0,1,34,0.0,0,188,33,91.0,171,119.8,50,33.3,5,452,112,3.4,13.7,2.64,0,9.2,6,66.7,22.2,2,9,5.3,3,30,0,74.0,69.3,4,49,0.2,1,447,54,96.6,432,71.4,81,54.0,0,668,286,5.3,12.4,1.55
Diontae Johnson,33441,WR,PIT,17,141,0,25,11.0,4,51.1,25.0,3,12,7.7,2,18,1,65.0,71.8,2,32,0.0,0,174,24,90.2,157,48.2,47,33.3,0,240,81,3.4,10.0,1.53,0,11.0,11,65.5,57.1,4,7,9.8,6,26,0,49.8,68.2,4,37,0.0,0,409,55,94.4,386,65.7,84,59.6,0,583,143,2.6,10.6,1.51
Michael Pittman Jr.,29049,WR,IND,16,139,0,14,7.7,1,62.7,53.8,7,13,11.1,4,19,2,53.0,68.7,2,25,0.0,0,201,32,93.0,187,67.2,51,36.7,1,277,108,3.4,8.7,1.48,0,7.2,4,76.9,45.5,5,11,0.0,0,25,0,90.5,68.8,1,28,0.0,0,382,50,96.3,368,98.6,65,46.8,1,525,185,3.7,10.5,1.43
Amon-Ra St. Brown,84470,WR,DET,16,139,0,11,6.9,1,72.7,50.0,4,8,3.0,1,25,0,78.9,90.8,0,49,0.0,0,143,32,90.9,130,127.7,44,31.7,4,366,153,4.8,11.4,2.82,0,6.3,7,78.2,20.0,1,5,4.7,3,35,0,77.6,82.7,1,32,0.0,0,302,61,96.7,292,96.5,78,56.1,0,659,316,5.2,10.8,2.26
Garrett Wilson,97405,WR,NYJ,17,139,0,22,11.0,9,58.9,42.1,8,19,2.9,1,23,1,79.4,88.2,0,54,0.0,0,194,33,95.9,186,96.4,56,40.3,2,448,153,4.6,13.6,2.41,0,11.1,13,65.1,31.3,5,16,0.0,0,28,0,90.2,81.5,1,60,0.3,1,322,41,97.5,314,93.7,63,45.3,1,585,233,5.7,14.3,1.86
Zay Jones,11792,WR,JAX,18,137,0,15,8.2,0,69.2,40.0,2,5,10.0,3,17,0,46.5,68.9,0,37,0.6,1,178,27,89.9,160,96.6,39,28.5,1,265,89,3.3,9.8,1.66,0,8.7,9,69.8,36.4,4,11,7.7,5,27,0,63.4,65.5,3,59,0.5,2,422,60,96.2,406,89.6,86,62.8,4,586,229,3.8,9.8,1.44
T.J. Hockenson,40912,TE,MIN,18,133,0,18,11.7,0,59.4,60.0,6,10,5.0,1,14,0,71.3,72.3,0,32,9.3,19,204,19,83.3,170,113.5,32,24.1,3,236,70,3.7,12.4,1.39,0,6.5,8,77.9,64.7,11,17,4.8,3,25,0,76.3,70.9,4,58,11.0,41,372,60,86.6,322,77.3,77,57.9,0,596,292,4.9,9.9,1.85
Mike Evans,8642,WR,TB,16,133,0,30,10.8,4,64.1,77.8,7,9,0.0,0,18,0,86.1,84.4,2,41,0.0,0,153,25,92.2,141,86.1,39,29.3,2,326,110,4.4,13.0,2.31,0,16.0,2,62.0,57.9,11,19,7.5,4,34,0,64.8,72.6,4,63,0.0,0,431,49,96.3,415,85.3,79,59.4,3,758,107,2.2,15.5,1.83
Austin Ekeler,12164,HB,LAC,18,126,0,27,-0.5,1,76.5,0.0,0,1,7.1,1,7,0,63.2,59.0,0,21,17.9,22,123,13,79.7,98,123.9,17,13.5,2,77,99,7.6,5.9,0.79,0,-1.3,21,85.9,0.0,0,2,5.6,4,19,1,74.4,76.3,0,21,10.5,32,306,67,85.9,263,94.7,78,61.9,1,445,543,8.1,6.6,1.69
Amari Cooper,9437,WR,CLV,17,126,0,8,15.0,0,53.1,46.2,6,13,13.3,4,23,0,46.5,82.1,1,53,0.0,0,183,26,90.7,166,104.2,49,38.9,4,461,95,3.7,17.7,2.78,0,11.9,6,68.8,64.3,9,14,2.2,1,31,0,83.9,78.1,1,55,0.0,0,345,44,94.8,327,101.6,64,50.8,2,589,150,3.4,13.4,1.8
Tee Higgins,61211,WR,CIN,19,125,0,7,13.2,3,66.7,54.5,6,11,0.0,0,19,0,85.7,87.3,1,33,0.0,0,156,22,90.4,141,116.5,33,26.4,3,326,84,3.8,14.8,2.31,0,11.0,1,71.0,61.5,8,13,5.8,3,26,0,70.9,67.0,1,45,0.0,0,417,49,96.9,404,97.6,69,55.2,1,622,158,3.2,12.7,1.54
Brandon Aiyuk,84109,WR,SF,20,121,0,28,9.8,6,63.9,16.7,1,6,4.2,1,17,0,74.2,82.0,1,54,0.0,0,163,23,89.6,146,123.0,36,29.8,5,343,160,7.0,14.9,2.35,0,11.8,9,72.6,42.9,6,14,7.0,4,30,1,67.1,76.4,0,32,0.0,0,398,53,96.7,385,105.3,73,60.3,1,668,217,4.1,12.6,1.74
Jaylen Waddle,84088,WR,MIA,18,121,0,17,10.1,1,77.8,0.0,0,2,6.7,1,11,1,64.4,74.8,0,42,0.0,0,101,14,93.1,94,151.4,18,14.9,3,195,61,4.4,13.9,2.07,0,13.1,5,61.0,23.5,4,17,11.3,6,38,0,49.1,81.5,1,84,0.3,1,382,47,94.8,362,110.9,77,63.6,3,931,391,8.3,19.8,2.57
Mark Andrews,47436,TE,BLT,16,119,0,3,10.3,3,71.1,90.0,9,10,8.6,3,20,0,59.5,87.5,0,36,0.0,0,152,32,93.4,142,119.9,45,37.8,3,392,122,3.8,12.3,2.76,0,10.7,0,63.5,12.5,1,8,0.0,0,26,1,90.1,70.2,4,29,0.4,1,284,40,96.1,273,59.9,63,52.9,0,474,138,3.5,11.9,1.74
Tyler Lockett,9502,WR,SEA,17,117,0,29,16.4,0,60.0,20.0,1,5,7.7,1,7,1,61.8,58.1,0,35,0.0,0,132,12,90.9,120,114.8,20,17.1,2,141,14,1.2,11.8,1.18,0,9.9,3,77.3,20.0,1,5,3.3,2,35,0,82.8,78.3,6,40,0.0,0,366,58,95.9,351,89.4,75,64.1,4,691,204,3.5,11.9,1.97
Christian McCaffrey,11763,HB,SF,20,116,0,28,3.2,1,79.2,33.3,1,3,5.0,1,8,0,69.6,83.1,0,38,12.5,18,144,19,81.9,118,123.6,24,20.7,2,168,128,6.7,8.8,1.42,0,0.5,16,85.5,75.0,3,4,1.5,1,27,0,90.2,91.6,1,49,8.6,29,339,65,87.9,298,95.9,76,65.5,1,554,568,8.7,8.5,1.86
Terry McLaurin,48229,WR,WAS,17,115,0,32,10.0,5,67.9,40.0,2,5,0.0,0,13,0,83.2,75.9,1,42,0.0,0,150,19,91.3,137,118.8,28,24.3,3,264,146,7.7,13.9,1.93,0,13.9,6,66.7,68.4,13,19,5.5,3,39,0,72.4,84.8,1,52,0.0,0,374,52,95.5,357,97.0,78,67.8,0,836,234,4.5,16.1,2.34
Chris Olave,84355,WR,NO,15,114,0,20,14.5,1,60.7,42.9,3,7,5.6,1,15,0,68.7,80.1,0,41,0.0,0,112,17,94.6,106,102.5,28,24.6,1,255,62,3.6,15.0,2.41,0,15.3,1,63.8,18.2,2,11,2.2,1,27,2,84.4,82.2,4,53,0.0,0,259,44,96.1,249,80.8,69,60.5,2,664,130,3.0,15.1,2.67
Drake London,86519,WR,ATL,17,114,0,2,11.1,1,53.3,62.5,5,8,5.9,1,11,1,67.7,83.7,0,37,0.0,0,87,16,94.3,82,106.1,30,26.3,3,189,35,2.2,11.8,2.3,0,11.3,7,68.9,53.3,8,15,1.9,1,34,1,87.2,85.2,2,40,0.0,0,303,51,96.0,291,88.3,74,64.9,1,632,193,3.8,12.4,2.17
Evan Engram,11778,TE,JAX,19,114,0,15,6.8,4,72.0,40.0,2,5,0.0,0,15,0,69.9,73.7,0,28,6.6,11,166,18,86.1,143,128.4,25,21.9,2,238,145,8.1,13.2,1.66,0,5.8,7,77.9,44.4,4,9,5.4,3,18,0,73.7,61.1,2,28,4.0,16,403,53,93.1,375,89.6,68,59.6,1,494,319,6.0,9.3,1.32
JuJu Smith-Schuster,11817,WR,KC,19,109,0,16,6.7,2,75.0,60.0,6,10,0.0,0,15,0,85.7,65.7,0,53,0.4,1,237,24,92.4,219,101.7,32,29.4,0,285,172,7.2,11.9,1.3,0,7.4,6,83.8,25.0,1,4,3.4,2,37,3,81.6,75.9,3,45,0.3,1,325,57,96.9,315,100.1,68,62.4,2,686,287,5.0,12.0,2.18
DJ Moore,48267,WR,CAR,17,109,0,5,13.9,0,51.5,57.1,4,7,5.6,1,15,0,67.7,77.5,1,47,0.0,0,118,17,91.5,108,97.3,33,30.3,3,274,56,3.3,16.1,2.54,0,13.4,9,60.3,53.8,7,13,4.7,2,24,0,74.8,69.5,4,47,0.0,0,367,41,95.1,349,62.3,68,62.4,1,483,122,3.0,11.8,1.38
Adam Thielen,8288,WR,MIN,18,107,0,18,11.5,1,55.3,22.2,2,9,0.0,0,17,0,84.9,69.5,0,23,1.3,3,226,21,90.3,204,108.2,38,35.5,5,187,47,2.2,8.9,0.92,0,10.0,0,78.0,0.0,0,6,2.5,1,25,0,81.8,63.5,2,36,0.2,1,403,39,95.8,386,86.6,50,46.7,0,439,93,2.4,11.3,1.14
Deebo Samuel,48274,WR,SF,16,106,0,28,4.0,8,61.1,0.0,0,3,0.0,0,7,0,78.7,73.6,1,57,2.4,3,123,11,89.4,110,86.8,18,17.0,1,166,128,11.6,15.1,1.51,0,5.0,26,68.4,27.3,3,11,7.1,4,22,0,66.0,83.7,1,74,0.7,2,301,52,96.7,291,92.0,76,71.7,1,620,496,9.5,11.9,2.13
Gabe Davis,55410,WR,BUF,17,106,0,4,17.7,0,42.3,30.0,3,10,8.3,1,10,0,61.8,59.3,2,34,0.0,0,222,11,91.9,204,68.6,26,24.5,3,155,21,1.9,14.1,0.76,0,17.0,2,57.8,35.7,5,14,11.9,5,26,1,48.9,69.4,2,62,0.0,0,377,37,95.5,360,99.8,64,60.4,4,641,57,1.5,17.3,1.78
Courtland Sutton,48164,WR,DEN,15,106,0,10,15.7,0,51.9,38.5,5,13,17.6,3,10,0,36.0,72.9,1,51,0.0,0,113,14,87.6,99,84.3,27,25.5,1,273,49,3.5,19.5,2.76,0,11.5,3,65.2,47.1,8,17,6.5,3,22,0,68.2,65.4,3,35,0.0,0,350,43,95.7,335,66.0,66,62.3,0,453,77,1.8,10.5,1.35
Dalton Schultz,47304,TE,DAL,17,104,0,9,8.3,2,68.4,33.3,1,3,0.0,0,8,0,80.0,64.6,1,26,10.9,15,138,13,80.4,111,84.3,19,18.3,1,135,41,3.2,10.4,1.22,0,7.7,2,67.2,66.7,6,9,10.9,5,18,1,51.5,59.5,3,22,8.2,27,331,41,88.2,292,76.2,61,58.7,2,405,144,3.5,9.9,1.39
Tyler Higbee,10744,TE,LA,17,104,0,26,2.3,1,52.9,,0,0,10.0,1,6,0,56.7,60.4,0,19,14.4,18,125,9,81.6,102,83.5,17,16.3,1,72,66,7.3,8.0,0.71,0,3.6,3,72.2,22.2,2,9,8.8,5,19,0,58.7,65.1,3,26,19.5,66,338,52,79.3,268,71.5,72,69.2,0,459,290,5.6,8.8,1.71
Joshua Palmer,62979,WR,LAC,17,103,0,27,10.3,2,60.0,42.9,3,7,5.3,1,14,0,68.7,68.2,0,45,0.0,0,181,18,95.0,172,107.9,30,29.1,2,242,106,5.9,13.4,1.41,0,8.5,4,79.0,50.0,3,6,5.8,3,23,1,72.0,64.5,2,50,0.2,1,404,49,96.8,391,92.0,62,60.2,1,497,145,3.0,10.1,1.27
Marquise Brown,61568,WR,ARZ,12,103,0,1,13.0,0,56.0,62.5,5,8,0.0,0,10,0,80.6,80.2,2,24,0.0,0,99,14,87.9,87,70.8,25,24.3,2,172,31,2.2,12.3,1.98,0,11.1,3,69.5,60.0,3,5,4.7,2,18,0,74.8,66.4,4,47,0.0,0,341,41,95.3,325,66.6,59,57.3,1,413,181,4.4,10.1,1.27
Jerry Jeudy,61103,WR,DEN,15,100,0,10,15.6,3,73.7,50.0,2,4,0.0,0,11,0,80.6,86.8,1,67,0.0,0,82,14,89.0,73,128.7,19,19.0,2,306,137,9.8,21.9,4.19,0,10.3,0,67.7,16.7,1,6,8.3,4,23,0,62.0,72.8,1,40,0.0,0,299,44,97.0,290,89.7,65,65.0,1,507,252,5.7,11.5,1.75
Allen Lazard,48135,WR,GB,15,98,0,12,13.3,0,55.6,38.5,5,13,0.0,0,18,0,85.7,75.8,4,47,0.5,1,192,25,92.2,177,57.7,45,45.9,2,341,118,4.7,13.6,1.93,0,12.9,3,63.8,33.3,3,9,11.8,4,22,0,48.6,69.7,0,42,0.0,0,269,30,96.3,259,104.9,47,48.0,2,400,132,4.4,13.3,1.54
Pat Freiermuth,84085,TE,PIT,16,96,0,25,9.8,0,31.8,20.0,2,10,22.2,2,5,0,31.8,50.3,0,21,4.4,6,137,7,89.1,122,45.5,22,22.9,0,89,33,4.7,12.7,0.73,0,7.8,8,77.6,50.0,5,10,0.0,0,23,0,90.4,83.3,3,57,6.8,20,294,45,87.8,258,81.3,58,60.4,0,504,209,4.6,11.2,1.95
Donovan Peoples-Jones,61439,WR,CLV,17,95,0,8,14.4,1,57.6,40.0,6,15,0.0,0,12,0,83.2,72.1,0,42,0.5,1,183,19,90.7,166,87.6,33,34.7,0,297,56,2.9,15.6,1.79,0,11.2,1,71.7,36.4,4,11,5.0,2,19,0,73.7,68.2,2,38,0.0,0,354,38,94.4,334,92.9,53,55.8,1,515,132,3.5,13.6,1.54
Cooper Kupp,11824,WR,LA,9,95,0,26,7.8,1,68.8,66.7,4,6,0.0,0,6,1,78.7,66.5,2,75,0.0,0,76,11,94.7,72,98.2,16,16.8,2,149,94,8.5,13.5,2.07,0,6.6,10,85.7,60.0,3,5,0.0,0,29,0,90.6,87.7,1,69,1.3,3,234,54,96.6,226,108.1,63,66.3,2,566,287,5.3,10.5,2.5
Keenan Allen,7857,WR,LAC,11,94,0,27,9.0,0,62.1,60.0,3,5,0.0,0,12,0,82.7,79.7,1,31,0.0,0,110,18,93.6,103,90.6,29,30.9,2,196,83,4.6,10.9,1.9,0,8.2,1,88.2,33.3,1,3,0.0,0,26,1,90.3,79.3,1,46,1.2,3,242,45,96.7,234,106.5,51,54.3,1,507,188,4.2,11.3,2.17
DeAndre Hopkins,7808,WR,ARZ,9,93,0,1,9.8,0,41.7,33.3,2,6,16.7,1,3,0,45.8,60.5,0,17,0.0,0,51,5,82.4,42,81.9,12,12.9,1,50,10,2.0,10.0,1.19,0,10.2,4,72.6,58.3,7,12,0.0,0,25,2,90.3,74.4,1,33,0.0,0,237,45,95.8,227,100.5,62,66.7,2,504,140,3.1,11.2,2.22
Jakobi Meyers,47468,WR,NE,14,93,0,19,10.4,0,67.6,63.6,7,11,0.0,0,15,0,85.7,80.8,0,27,0.0,0,133,23,86.5,115,108.1,34,36.6,2,245,71,3.1,10.7,2.13,0,10.7,2,73.5,50.0,5,10,2.7,1,18,1,80.8,71.5,0,48,0.0,0,246,36,97.6,240,124.1,49,52.7,3,475,154,4.3,13.2,1.98
George Kittle,11901,TE,SF,18,90,0,28,9.3,1,82.4,75.0,3,4,0.0,0,10,0,81.1,77.3,1,25,4.6,7,153,14,86.3,132,118.9,17,18.9,2,153,56,4.0,10.9,1.16,0,7.7,8,76.4,33.3,2,6,4.5,2,23,1,76.0,79.8,1,54,7.4,26,350,42,90.0,315,134.9,55,61.1,5,613,314,7.5,14.6,1.95
Mike Williams,11762,WR,LAC,13,90,0,27,15.5,0,64.7,62.5,10,16,0.0,0,14,0,84.5,89.4,0,55,0.0,0,112,22,95.5,107,114.3,34,37.8,1,396,110,5.0,18.0,3.7,0,11.4,4,75.6,62.5,5,8,0.0,0,20,0,89.0,70.6,1,38,0.0,0,283,34,96.5,273,109.6,45,50.0,2,421,183,5.4,12.4,1.54
Gerald Everett,11799,TE,LAC,17,89,0,27,8.2,3,73.1,71.4,5,7,5.0,1,16,0,70.5,87.1,1,25,10.1,14,139,19,85.6,119,127.7,26,29.2,3,264,135,7.1,13.9,2.22,0,4.1,13,75.0,40.0,2,5,5.7,2,14,0,69.6,67.1,1,26,6.0,17,283,33,92.2,261,84.0,44,49.4,0,305,238,7.2,9.2,1.17
Mack Hollins,11873,WR,LV,17,89,0,23,12.5,2,60.0,50.0,4,8,0.0,0,12,0,81.1,70.7,0,48,0.7,1,139,15,92.1,128,97.8,25,28.1,1,194,40,2.7,12.9,1.52,0,14.2,2,61.9,0.0,0,1,3.7,1,12,0,74.9,55.8,3,60,0.6,2,350,26,95.7,335,62.2,42,47.2,1,306,134,5.2,11.8,0.91
Marvin Jones Jr.,7158,WR,JAX,18,88,0,15,16.6,0,52.6,57.1,4,7,16.7,2,7,0,58.9,57.7,1,33,0.0,0,160,10,91.9,147,54.1,19,21.6,0,137,18,1.8,13.7,0.93,0,13.8,1,59.3,42.9,3,7,11.1,4,20,0,51.6,59.6,1,37,0.0,0,327,32,97.2,318,78.4,54,61.4,1,369,84,2.6,11.5,1.16
K.J. Osborn,23503,WR,MIN,18,88,0,18,10.6,1,52.9,40.0,4,10,0.0,0,10,0,82.7,67.0,1,28,1.0,2,194,18,90.7,176,87.0,34,38.6,3,193,55,3.1,10.7,1.1,0,8.2,5,79.5,50.0,1,2,0.0,0,19,1,90.0,65.0,1,66,0.6,2,359,35,95.3,342,103.5,44,50.0,1,409,216,6.2,11.7,1.2
Brandin Cooks,8655,WR,HST,13,88,0,13,12.2,0,48.4,40.0,2,5,11.8,2,9,0,51.2,62.3,1,26,0.0,0,127,15,92.1,117,52.2,31,35.2,0,173,49,3.3,11.5,1.48,0,12.5,1,67.4,55.6,5,9,11.4,4,16,0,52.7,70.2,3,44,0.0,0,281,31,96.1,270,71.6,46,52.3,0,447,131,4.2,14.4,1.66
Rhamondre Stevenson,98689,HB,NE,17,87,0,19,0.9,1,53.8,,0,0,0.0,0,3,0,76.5,60.4,0,22,32.5,40,123,7,60.2,74,64.6,13,14.9,0,55,60,8.6,7.9,0.74,0,-1.0,14,82.8,,0,0,7.7,4,6,2,63.8,62.2,0,40,15.3,37,242,48,82.6,200,85.9,58,66.7,0,268,343,7.1,5.6,1.34
Curtis Samuel,11795,WR,WAS,17,87,0,32,8.4,2,56.0,33.3,3,9,6.7,1,10,0,68.0,71.9,0,25,0.0,0,140,14,92.1,129,103.3,25,28.7,2,167,49,3.5,11.9,1.29,0,5.5,5,84.0,66.7,4,6,2.3,1,22,0,83.5,67.4,2,32,0.3,1,323,42,94.7,306,87.7,50,57.5,1,372,215,5.1,8.9,1.22
Tyler Boyd,10689,WR,CIN,19,87,0,7,11.1,1,51.7,62.5,5,8,6.3,1,12,0,65.6,67.8,1,56,1.7,3,173,15,85.5,148,100.8,29,33.3,3,247,83,5.5,16.5,1.67,0,9.1,2,86.0,100.0,4,4,0.0,0,24,0,90.0,67.2,3,60,0.3,1,394,37,96.4,380,89.3,43,49.4,1,454,147,4.0,12.3,1.19
Marquez Valdes-Scantling,47809,WR,KC,20,87,0,16,17.7,0,51.4,66.7,4,6,5.3,1,16,0,68.7,67.4,0,42,0.0,0,257,18,90.3,232,102.9,35,40.2,2,327,45,2.5,18.2,1.41,0,13.2,1,62.2,33.3,2,6,8.0,2,16,0,62.3,60.8,0,57,0.0,0,335,23,97.0,325,102.0,37,42.5,1,347,109,4.7,15.1,1.07
Parris Campbell,47940,WR,IND,17,85,0,14,10.0,4,61.5,16.7,1,6,5.9,1,11,0,53.1,60.5,2,39,0.0,0,190,16,92.6,176,98.2,26,30.6,3,240,113,7.1,15.0,1.36,0,4.4,9,84.0,75.0,3,4,4.5,2,17,1,74.8,62.8,3,49,0.0,0,348,42,96.6,336,69.7,50,58.8,0,336,161,3.8,8.0,1.0
Dallas Goedert,47272,TE,PHI,15,85,0,24,5.5,1,95.2,100.0,3,3,0.0,0,15,0,84.5,84.2,0,27,7.9,12,151,20,85.4,129,146.4,21,24.7,2,242,144,7.2,12.1,1.88,0,6.2,4,80.4,66.7,6,9,4.7,2,25,1,74.8,74.9,0,31,2.0,6,306,41,94.1,288,107.1,51,60.0,0,495,244,6.0,12.1,1.72
George Pickens,99229,WR,PIT,17,84,0,25,18.6,1,50.0,64.3,9,14,13.3,2,13,0,49.6,72.6,0,38,0.0,0,175,13,90.9,159,110.3,26,31.0,2,255,44,3.4,19.6,1.6,0,13.5,6,70.2,72.7,8,11,2.9,1,19,0,79.9,62.5,0,42,0.0,0,371,33,95.1,353,106.2,47,56.0,1,434,54,1.6,13.2,1.23
Darius Slayton,25578,WR,NYG,18,83,0,21,12.1,2,55.6,40.0,2,5,23.1,3,9,0,29.9,67.9,1,54,0.0,0,132,10,87.9,116,95.8,18,21.7,1,226,126,12.6,22.6,1.95,0,12.1,2,60.7,38.5,5,13,10.5,4,20,2,52.7,65.3,2,55,0.0,0,308,34,96.8,298,79.2,56,67.5,1,476,155,4.6,14.0,1.6
Tyler Conklin,47124,TE,NYJ,17,83,0,22,10.7,2,60.9,83.3,5,6,12.5,2,10,1,49.8,65.1,2,30,13.7,22,161,14,80.7,130,48.5,23,27.7,0,176,90,6.4,12.6,1.35,0,7.0,1,69.8,40.0,2,5,3.2,1,10,1,77.3,54.5,1,29,10.8,34,315,30,87.0,274,77.5,43,51.8,0,278,144,4.8,9.3,1.01
Robert Woods,7822,WR,TEN,17,82,0,31,10.2,0,47.1,50.0,1,2,11.1,1,7,0,54.5,63.8,1,17,0.0,0,116,8,89.7,104,60.9,17,20.7,1,100,47,5.9,12.5,0.96,0,8.2,0,70.5,50.0,6,12,6.5,3,22,0,68.0,67.4,2,41,0.0,0,312,43,96.5,301,75.4,61,74.4,0,413,111,2.6,9.6,1.37
Saquon Barkley,45791,HB,NYG,18,82,0,21,0.3,4,81.3,50.0,1,2,0.0,0,5,0,80.6,67.1,0,19,21.6,30,139,13,71.2,99,89.3,16,19.5,0,87,126,9.7,6.7,0.88,0,-1.1,5,82.4,50.0,1,2,8.7,4,8,0,54.0,61.0,0,41,13.8,48,348,42,83.0,289,90.6,51,62.2,0,293,343,8.2,7.0,1.01
Richie James,28991,WR,NYG,17,82,0,21,8.0,1,69.6,50.0,3,6,0.0,0,12,0,82.7,79.7,0,33,0.0,0,104,16,90.4,94,109.7,23,28.0,1,194,66,4.1,12.1,2.06,0,6.4,1,88.2,60.0,3,5,6.3,3,18,0,68.8,66.9,0,19,0.7,2,272,45,96.0,261,105.9,51,62.2,1,400,136,3.0,8.9,1.53
